Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
LBN,Lebanon,355,General government net lending/borrowing,National Currency,,,,,,,,,,,-587200000000,-794977000000,-2247065000000,-930399000000,-4396275000000,-2426420000000,-5175288000000,-5871411000000,-4466645000000,-4328998000000,-6143074000000,-5502559000000,-4596952000000,-4102850000000,-3136314000000,-2778187000000,-3509942000000,-4090158000000,-4326536000000,-4321318000000,-4326918000000,-3578267000000,-5596692000000,-6235457000000,-4507457000000,-5633000000000,-6850000000000,-4906000000000,-8318649000000,-9460484000000,-10479464000000,-11733736000000,-13296831000000,-15688452000000
LBN,Lebanon,356,General government structural balance,National Currency,,,,,,,,,,,,,,,,,,,,,-5981523000000,-4669738000000,-4364365000000,-5407462000000,-4511465000000,-4581575000000,-6272326000000,-6993536000000,-7300817000000,-7928382000000,-7081031000000,-7428482000000,-11316527000000,-9628345000000,-9862348000000,-10785477000000,-8963546000000,-10456035000000,-8678459000000,-11881685000000,-13102847000000,-14263713000000,-15737385000000,-17935278000000
LBN,Lebanon,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,-373700000000,-589477000000,-1728490000000,-146699000000,-2908575000000,-551220000000,-2522288000000,-2389311000000,-1114732000000,-704201000000,-1945660000000,-1190984000000,115339000000,839450000000,785172000000,631813000000,871058000000,641342000000,652464000000,1477682000000,1578082000000,2086733000000,-131692000000,-515457000000,1806800000000,1088763000000,335000000000,2616808000000,457700000000,360549000000,507271000000,457596000000,361535000000,-351095000000
LBN,Lebanon,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,37240588000000,42171380000000,44797941000000,49503186000000,52339000000000,55323500000000,59211642000000,61200182000000,65704196000000,69990000000000,73930955000000,77496765000000,82094000000000,89111000000000,94268000000000,101165000000000,108482000000000,114852000000000,123174310000000,132646906000000,143148584000000,154917200000000,168262815000000,183650983000000
LBN,Lebanon,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,37989088000000,42680580000000,46320625000000,50321886000000,54082000000000,57984500000000,60850923000000,63364149000000,70888000000000,77112000000000,79298000000000,80887000000000,86959000000000,95692000000000,100345000000000,106008000000000,112890000000000,119905000000000,128227310000000,137699906000000,148201584000000,159970200000000,173315815000000,188703983000000
LBN,Lebanon,360,Gross domestic product corresponding to fiscal year,National Currency,13805000000,16566000000,12423000000,16342000000,27778000000,58501000000,106588000000,730406000000,1337077000000,1331161000000,1945467000000,4074339000000,9366443000000,12938490000000,15091422000000,17776036000000,20132426000000,23900750000000,25846217000000,25877770000000,25638161000000,26153863000000,28378381000000,29355552000000,31876869000000,32396118000000,33238361000000,37496775000000,44060521000000,53482028000000,57917587000000,60414079000000,66401356000000,70055614000000,73150839000000,75239732000000,77611994000000,81682712000000,85489541000000,90045926000000,94139379000000,98770291000000,103963674000000,109475442000000
LBN,Lebanon,362,Volume of imports (% change),Percent change,30.941,-2.512,-6.529,15.849,-20.531,-33.623,-2.766,-8.813,5.547,0.536,1.08,1.549,1.701,2.041,1.347,6.445,-6.722,57.184,4.673,-5.674,-4.572,16.85,-4.168,-2.269,9.577,-8.62,6.057,12.417,20.53,12.568,-1.891,-3.903,2.907,5.233,-0.526,9.65,5.318,0.812,4.382,2.593,0.802,1.642,2.22,2.703
LBN,Lebanon,363,Volume of exports (% change),Percent change,193.663,-16.754,43.328,-35.057,-26.079,-22.806,24.488,4.217,-17.082,3.286,1.61,1.942,2.004,2.193,-1.709,-1.391,-1.818,12.899,-4.441,21.656,-0.544,9.304,14.635,2.512,7.32,-0.098,12.219,7.987,29.849,10.648,-18.257,6.484,-12.674,3.346,-5.639,15.48,0.194,-1.289,4.501,4.211,3.856,3.785,4.511,4.639
LBN,Lebanon,2777,General government total expenditure,% of GDP,,,,,,,,,,,40.006,35.61,36.141,23.051,47.342,31.121,43.611,40.572,34.706,35.588,42.873,38.952,36.806,36.448,33.321,31.433,36.09,35.128,34.197,32.016,29.17,28.714,30.208,29.169,28.578,26.669,28.099,27.456,32.348,33.283,33.941,34.558,35.339,36.229
LBN,Lebanon,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,-30.183,-19.512,-23.991,-7.191,-29.131,-13.65,-25.706,-24.566,-17.282,-16.729,-23.961,-21.039,-16.199,-13.976,-9.839,-8.576,-10.56,-10.908,-9.82,-8.08,-7.471,-5.923,-8.429,-8.901,-6.162,-7.487,-8.826,-6.006,-9.731,-10.506,-11.132,-11.88,-12.79,-14.331
LBN,Lebanon,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,,,,,,-22.779,-17.291,-15.614,-18.551,-14.684,-13.953,-17.507,-17.497,-16.18,-15.624,-12.615,-12.175,-17.302,-13.908,-13.592,-14.264,-11.391,-12.744,-10.122,-13.232,-13.911,-14.418,-15.127,-16.383
LBN,Lebanon,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,-19.209,-14.468,-18.454,-1.134,-19.273,-3.101,-12.528,-9.997,-4.313,-2.721,-7.589,-4.554,0.406,2.86,2.463,1.95,2.621,1.71,1.481,2.763,2.725,3.454,-0.198,-0.736,2.47,1.447,0.432,3.204,0.535,0.4,0.539,0.463,0.348,-0.321
LBN,Lebanon,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,145.255,161.243,157.859,168.633,164.191,170.772,178.142,163.215,149.123,130.866,127.649,128.276,123.633,127.2,128.868,134.457,139.775,140.607,144.081,147.31,152.06,156.846,161.848,167.755
LBN,Lebanon,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,148.174,163.19,163.225,171.422,169.659,178.986,183.074,168.986,160.888,144.183,136.915,133.888,130.96,136.594,137.175,140.894,145.454,146.794,149.992,152.922,157.428,161.962,166.708,172.371
LBN,Lebanon,3092,"Inflation, average consumer prices",Percent change,23.9,19.3,18.6,7.2,17.6,69.4,95.4,487.2,155,72.2,68.9,50.115,99.847,24.737,8.235,10.282,8.879,7.748,4.549,0.241,-0.356,-0.367,1.759,1.268,1.672,-0.718,5.57,4.057,10.758,1.195,3.983,4.971,6.581,4.821,1.854,-3.749,-0.816,4.476,6.516,3.528,2.427,2.427,2.427,2.427
LBR,Liberia,347,"Inflation, average consumer prices",Index,,,,,,,,,,,,,,,,,,,,94.967,100,112.149,128.03,141.256,146.277,156.436,171.319,190.834,224.212,240.864,258.426,280.358,299.511,322.208,353.972,381.375,415.104,466.72,566.006,704.678,845.613,980.911,1098.621,1192.004
LBR,Liberia,352,Population (WEO),Value,,,,,,,,,,,,,,,,,,,2551000,2735000,2885000,2991000,3063000,3116000,3176000,3261000,3376000,3513000,3663000,3812000,3948000,4070000,4182000,4286000,4391000,4500000,4614000,4732000,4854000,4978000,5104000,5232000,5363000,5496000
LBR,Liberia,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,,,,,,131000000,113000000,125000000,70000000,109000000,121000000,123000000,232000000,362000000,419000000,496000000,704000000,822000000,1010000000,1014000000,1146000000,1163000000,1139000000,1111000000,1125000000,1150000000,1193000000,1250000000,1262000000
LBR,Liberia,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,-1000000,-9000000,-15000000,3000000,-5000000,-5000000,49000000,33000000,-45000000,-24000000,23000000,-104000000,-76000000,-182000000,-98000000,-139000000,-123000000,-170000000,-165000000,-159000000,-174000000,-192000000,-203000000,-176000000
LBR,Liberia,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,6000000,-3000000,-7000000,11000000,-2000000,-3000000,50000000,38000000,-33000000,-11000000,34000000,-96000000,-76000000,-167000000,-90000000,-130000000,-113000000,-158000000,-143000000,-135000000,-156000000,-175000000,-185000000,-158000000
LBR,Liberia,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,4387000000,4492000000,4597000000,4702000000,4802000000,4904000000,4969000000,4578000000,3380000000,1973000000,338000000,407000000,414000000,485000000,568000000,637000000,748000000,1051000000,1209000000,1230000000,1390000000,1537000000,1717000000,1886000000
LBR,Liberia,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,3679000000,3817000000,3956000000,4097000000,4251000000,4406000000,4562000000,4616000000,3407000000,2016000000,438000000,464000000,478000000,547000000,680000000,819000000,928000000,1131000000,1289000000,1379000000,1516000000,1672000000,1852000000,2021000000
LBR,Liberia,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,,,,,,,,,,,916000000,956000000,995000000,796000000,912000000,1051000000,1179000000,1467000000,1688000000,1778000000,2012000000,2399000000,2719000000,3055000000,3138000000,3164000000,3278000000,3285000000,3218000000,3245000000,3342000000,3513000000,3916000000,4257000000
LBR,Liberia,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,-9.67,9.715,15.483,-14.242,517.029,4.793,43.917,-6.983,12.013,-25.991,4.972,19.911,14.918,-8.669,28.431,-5.744,-15.454,-15.332,-5.982,1.963,3.403,4.648,2.641,3.74
LBR,Liberia,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,90.29,39.847,11.791,-51.49,75.373,2.003,27.604,2.726,1.891,-21.426,12.753,18.399,44.415,-6.897,4.779,4.526,-8.757,-9.86,0.828,0.991,6.932,5.138,3.395,2.451
LBR,Liberia,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,,,,,,14.303,11.861,12.524,8.832,11.925,11.494,10.47,15.786,21.421,23.556,24.649,29.354,30.243,33.045,32.322,36.208,35.479,34.674,34.521,34.678,34.423,33.962,31.91,29.641
LBR,Liberia,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,-0.079,-0.923,-1.547,0.351,-0.546,-0.496,4.162,2.241,-2.656,-1.376,1.146,-4.318,-2.809,-5.957,-3.117,-4.398,-3.739,-5.171,-5.133,-4.905,-5.204,-5.468,-5.183,-4.14
LBR,Liberia,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,0.693,-0.331,-0.749,1.369,-0.209,-0.304,4.256,2.573,-1.984,-0.628,1.708,-4.011,-2.787,-5.477,-2.881,-4.097,-3.454,-4.811,-4.456,-4.156,-4.657,-4.983,-4.732,-3.709
LBR,Liberia,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,478.916,469.682,462.209,590.98,526.631,466.416,421.408,312.096,200.251,110.94,16.78,16.967,15.239,15.885,18.112,20.124,22.831,32.006,37.576,37.912,41.607,43.745,43.86,44.314
LBR,Liberia,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,401.575,399.079,397.745,514.852,466.192,419.057,386.883,314.689,201.852,113.38,21.788,19.32,17.591,17.912,21.673,25.873,28.296,34.444,40.065,42.497,45.364,47.608,47.299,47.478
LBR,Liberia,3092,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,,,,,,,5.3,12.149,14.16,10.33,3.555,6.945,9.514,11.391,17.49,7.427,7.291,8.487,6.832,7.578,9.858,7.742,8.844,12.435,21.273,24.5,20,16,12,8.5
LBY,Libya,345,Total investment (% of GDP),% of GDP,27.01,34.861,29.594,29.409,26.942,19.057,23.55,15.855,19.597,23.239,23.033,20.539,17.452,20.826,20.877,7.942,12.536,8.787,7.524,6.917,9.755,46.418,51.788,43.091,30.072,28.028,21.889,28.667,41.913,50.051,41.592,13.48,16.334,29.929,53.459,77.163,68.889,43.268,33.385,30.694,29.697,28.428,26.738,25.151
LBY,Libya,347,"Inflation, average consumer prices",Index,34.644,39.215,44.628,49.319,55.454,60.506,62.551,65.318,67.363,70.37,70.877,79.17,86.652,93.128,103.066,111.664,116.126,120.291,124.765,127.977,124.256,113.273,102.101,100,101.252,103.943,105.466,112.017,123.667,126.695,129.808,150.45,159.585,163.725,167.708,184.208,231.883,298.046,381.909,450.242,510.483,578.785,649.967,730.077
LBY,Libya,352,Population (WEO),Value,2988000,3126000,3273000,3411000,3558000,3539000,3676000,3834000,4325000,4522000,4260000,4360000,4460000,4560000,4650000,4750000,4840000,4920000,5010000,5090000,5180000,5260000,5340000,5420000,5510000,5590000,5690000,5780000,5880000,5960000,6041000,5923000,6283000,6266000,6259000,6322000,6385000,6448000,6513000,6578000,6644000,6710000,6777000,6845000
LBY,Libya,354,General government total expenditure,National Currency,,,,,,,,,,,2684000000,2698000000,2675000000,3083000000,3109000000,3230000000,4096000000,4937000000,4749000000,4642000000,5415000000,7877000000,10973000000,14475000000,18245000000,17994000000,22493000000,28727000000,43534000000,45947000000,50552000000,23366000000,45978000000,58133000000,44178000000,43264000000,37360000000,40127000000,46094000000,50094000000,52804000000,56508000000,62534000000,69550000000
LBY,Libya,355,General government net lending/borrowing,National Currency,,,,,,,,,,,300000000,826000000,11000000,-589000000,-291000000,443000000,1507000000,-303000000,-341000000,980000000,2759000000,14000000,1877000000,2139000000,5027000000,19419000000,22964000000,24364000000,29364000000,-4162000000,10952000000,-6752000000,28735000000,-3371000000,-22783000000,-31101000000,-29185000000,-18192000000,-15018000000,-19134000000,-23373000000,-28173000000,-34422000000,-41836000000
LBY,Libya,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,416000000,942000000,127000000,-473000000,-175000000,559000000,1630000000,-180000000,-218000000,1103000000,2759000000,89000000,1877000000,2139000000,5027000000,19419000000,22964000000,24364000000,29364000000,-4162000000,10952000000,-6752000000,28735000000,-3371000000,-22783000000,-31101000000,-29185000000,-18192000000,-15018000000,-19134000000,-23373000000,-28173000000,-34422000000,-41836000000
LBY,Libya,360,Gross domestic product corresponding to fiscal year,National Currency,11529000000,9960000000,9930000000,9463000000,8861000000,8716000000,7556000000,6621000000,7169000000,7966000000,8672000000,9515000000,10107000000,9886000000,10559000000,11314000000,12904000000,13938000000,14005000000,16686000000,19602000000,20640000000,26012000000,33618000000,43059000000,61932000000,72198000000,85246000000,90345000000,63689000000,87375000000,39171000000,100627000000,65994000000,30871000000,23748000000,25753000000,42345000000,59900000000,71114000000,76910000000,84372000000,93141000000,103519000000
LBY,Libya,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,-21.607,18.297,-25.398,-20.625,17.543,8.701,-26.213,4.448,-9.356,20.846,48.654,12.735,-7.919,14.082,0.915,19.854,11.102,22.492,11.482,-54.573,116.218,29.263,-9.13,-32.978,-42.937,-4.589,47.748,8.278,14.967,-3.548,-1.072,-9.469
LBY,Libya,363,Volume of exports (% change),Percent change,,,,,,,,,20.805,18.749,21.216,-19.241,-6.902,-7.263,-6.589,26.279,-15.626,2.895,-7.188,2.247,2.686,-4.776,-14.107,28.347,8.682,8.659,7.854,3.443,-6.557,-6.819,-0.838,-69.154,217.46,-23.803,-54.729,8.67,0.73,73.12,26.798,1.306,-9.97,-6.817,-3.345,-4.052
LBY,Libya,2777,General government total expenditure,% of GDP,,,,,,,,,,,30.956,28.355,26.47,31.185,29.444,28.547,31.745,35.424,33.911,27.821,27.627,38.164,42.185,43.057,42.372,29.055,31.155,33.699,48.186,72.143,57.857,59.651,45.692,88.088,143.105,182.178,145.069,94.761,76.95,70.442,68.657,66.974,67.139,67.186
LBY,Libya,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,3.463,8.683,0.11,-5.959,-2.753,3.919,11.682,-2.172,-2.438,5.875,14.077,0.069,7.215,6.363,11.675,31.355,31.807,28.581,32.502,-6.534,12.534,-17.237,28.556,-5.108,-73.801,-130.96,-113.325,-42.961,-25.071,-26.907,-30.39,-33.391,-36.957,-40.414
LBY,Libya,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,4.8,9.902,1.258,-4.785,-1.654,4.944,12.633,-1.291,-1.56,6.612,14.077,0.432,7.215,6.363,11.675,31.355,31.807,28.581,32.502,-6.534,12.534,-17.237,28.556,-5.108,-73.801,-130.96,-113.325,-42.961,-25.071,-26.907,-30.39,-33.391,-36.957,-40.414
LBY,Libya,3092,"Inflation, average consumer prices",Percent change,14.286,13.194,13.804,10.512,12.439,9.111,3.38,4.423,3.131,4.464,0.721,11.7,9.45,7.474,10.671,8.342,3.996,3.586,3.719,2.574,-2.907,-8.839,-9.863,-2.057,1.252,2.658,1.465,6.211,10.401,2.448,2.458,15.902,6.072,2.594,2.433,9.839,25.881,28.533,28.138,17.892,13.38,13.38,12.299,12.325
LCA,St. Lucia,345,Total investment (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.344,17.352,17.363,18.134,19.401,20.523,19.824,18.793,18.795,18.798
LCA,St. Lucia,346,Gross national savings (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.762,24.267,15.462,19.391,17.831,17.537,18.152,17.528,16.983,16.982
LCA,St. Lucia,347,"Inflation, average consumer prices",Index,39.645,45.641,47.747,48.45,49.443,49.691,50.772,54.345,54.796,57.204,59.682,62.987,66.553,67.069,68.856,72.892,73.566,73.562,75.918,77.751,81.52,85.819,85.599,86.485,87.748,91.179,94.429,97.095,102.483,102.323,105.648,108.574,113.11,114.775,118.813,117.643,114.005,114.141,116.322,118.587,119.606,120.817,122.553,124.416
LCA,St. Lucia,352,Population (WEO),Value,115000,117000,119000,121000,123000,125000,127000,129000,130000,133000,134000,136000,138000,139000,142000,145000,147000,150000,152000,154000,156000,158000,159000,161000,162000,164000,166000,168000,170000,165000,166000,167000,169000,171000,172000,173000,174000,176000,177000,178000,179000,180000,181000,182000
LCA,St. Lucia,354,General government total expenditure,National Currency,,,,,,164000000,199000000,209000000,218000000,262000000,262000000,305000000,334000000,402000000,367000000,395000000,403000000,423000000,445000000,521000000,521000000,532000000,572000000,611000000,658000000,797000000,846000000,811000000,857000000,928000000,1041000000,1143000000,1208000000,1140000000,1114000000,1157000000,1160000000,1247000000,1392000000,1522000000,1488000000,1549000000,1605000000,1664000000
LCA,St. Lucia,355,General government net lending/borrowing,National Currency,,,,,,-12000000,-15000000,6000000,24000000,12000000,5000000,-7000000,-12000000,-5000000,,-3000000,-12000000,-24000000,53000000,40000000,-29000000,-74000000,-75000000,-86000000,-76000000,-189000000,-173000000,-58000000,-28000000,-101000000,-167000000,-228000000,-329000000,-217000000,-146000000,-115000000,-68000000,-129000000,-188000000,-257000000,-174000000,-186000000,-202000000,-217000000
LCA,St. Lucia,357,General government primary net lending/borrowing,National Currency,,,,,,-3000000,-6000000,18000000,34000000,22000000,13000000,1000000,-2000000,6000000,10000000,9000000,2000000,-8000000,75000000,64000000,5000000,-35000000,-35000000,-31000000,-9000000,-108000000,-95000000,26000000,61000000,-11000000,-65000000,-122000000,-206000000,-77000000,3000000,41000000,89000000,30000000,-16000000,-73000000,27000000,34000000,35000000,36000000
LCA,St. Lucia,359,General government gross debt,National Currency,,,,,,,,,,,266000000,327000000,404000000,424000000,457000000,471000000,512000000,592000000,697000000,718000000,817000000,917000000,1185000000,1215000000,1427000000,1590000000,1662000000,1763000000,1798000000,1927000000,2121000000,2338000000,2622000000,2782000000,2946000000,2980000000,3091000000,3258000000,3489000000,3790000000,4008000000,4237000000,4483000000,4746000000
LCA,St. Lucia,360,Gross domestic product corresponding to fiscal year,National Currency,422000000,459000000,447000000,505000000,622000000,717000000,838000000,935000000,1067000000,1226000000,1414000000,1512000000,1628000000,1667000000,1750000000,1854000000,1913000000,1988000000,2142000000,2230000000,2227000000,2159000000,2225000000,2432000000,2617000000,2822000000,3159000000,3452000000,3449000000,3490000000,3769000000,3881000000,3902000000,4000000000,4166000000,4395000000,4466000000,4612000000,4857000000,5112000000,5308000000,5476000000,5642000000,5818000000
LCA,St. Lucia,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,21.463,1.153,4.843,7.193,0.092,3.042,4.904,4.886
LCA,St. Lucia,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.964,-6.486,9.754,3.389,3.428,3.169,3.001,2.091,2.624
